web-scraper-order,web-scraper-start-url,Competition_selector,Competition_selector-href,Fixtures_selector,Fixtures_selector-href,Match_data
"1554129953-1148","https://www.world.rugby/sevens-series/standings/mens?series=5","Dubai","https://www.world.rugby/sevens-series/stage/1421/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1421/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Dubai, </span><span>Cup Semi Finals, </span><span>Match 39</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   12 - 13 </div><div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""tLogo second RSA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128950-66","https://www.world.rugby/sevens-series/standings/mens?series=29","Glendale","https://www.world.rugby/sevens-series/stage/1887/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1887/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2019 - Glendale, </span><span>5th Place Play-Off, </span><span>Match 32</span></div><div class=""match""> <div class=""tLogo IRE""></div>   <div class=""teamName left"">Ireland 7s</div><div class=""teamNameAbr left"">IRE</div><div class=""result left"">   19 - 21 </div><div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""tLogo second AUS""></div></div><div class=""info info--venue"">Infinity Park, Glendale, Colorado</div><div class=""matchBtns""> </div>"
"1554129994-1179","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Bowl Quarter Finals, </span><span>Match 26</span></div><div class=""match""> <div class=""tLogo SCO""></div>   <div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""result left"">   7 - 26 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128974-137","https://www.world.rugby/sevens-series/standings/mens?series=28","Vancouver","https://www.world.rugby/sevens-series/stage/1882/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1882/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Vancouver , </span><span>Pool A, </span><span>Match 24</span></div><div class=""match""> <div class=""tLogo USA""></div>   <div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""result left"">   7 - 19 </div><div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""tLogo second RSA""></div></div><div class=""info info--venue"">BC Place, Vancouver</div><div class=""matchBtns""> </div>"
"1554129994-1157","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Pool C, </span><span>Match 4</span></div><div class=""match""> <div class=""tLogo ARG""></div>   <div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""result left"">   19 - 5 </div><div class=""teamName left"">Ireland 7s</div><div class=""teamNameAbr left"">IRE</div><div class=""tLogo second IRE""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129901-1006","https://www.world.rugby/sevens-series/standings/mens?series=6","Singapore","https://www.world.rugby/sevens-series/stage/1431/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1431/fixtures","<div class=""info""><span>2004/05 IRB Sevens World Series - Singapore, </span><span>Cup Quarter Finals, </span><span>Match 29</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   33 - 7 </div><div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""tLogo second SCO""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129711-812","https://www.world.rugby/sevens-series/standings/mens?series=12","Dubai","https://www.world.rugby/sevens-series/stage/1479/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1479/fixtures","<div class=""info""><span>2010/11 IRB Sevens World Series - Dubai, </span><span>Pool A, </span><span>Match 11</span></div><div class=""match""> <div class=""tLogo SAM""></div>   <div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""result left"">   54 - 12 </div><div class=""teamName left"">United Arab Emirates 7s</div><div class=""teamNameAbr left"">UAE</div><div class=""tLogo second UAE""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128938-18","https://www.world.rugby/sevens-series/standings/mens?series=29","Kitakyushu","https://www.world.rugby/sevens-series/stage/1890/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1890/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2019 - Kitakyushu, </span><span>Pool A, </span><span>Match 18</span></div><div class=""match""> <div class=""tLogo RUS""></div>   <div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""versus left"">v</div><div class=""teamName left"">Japan 7s</div><div class=""teamNameAbr left"">JPN</div><div class=""tLogo second JPN""></div></div>   <div class=""info info--venue""><span class=""dateBoxSub"">Local time kick off 17:48</span>Mikuni World Stadium, Kitakyushu</div><div class=""info""><span class=""dateBoxSub dateBoxSub--local""> Your Time - 09:48, Sat 20 Apr 2019</span></div><div class=""matchBtns""></div>"
"1554129953-1151","https://www.world.rugby/sevens-series/standings/mens?series=5","Dubai","https://www.world.rugby/sevens-series/stage/1421/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1421/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Dubai, </span><span>Bowl Final, </span><span>Match 42</span></div><div class=""match""> <div class=""tLogo KEN""></div>   <div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""result left"">   12 - 21 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129239-370","https://www.world.rugby/sevens-series/standings/mens?series=22","Paris","https://www.world.rugby/sevens-series/stage/1692/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1692/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Paris, </span><span>Pool D, </span><span>Match 9</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   54 - 0 </div><div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""tLogo second RUS""></div></div><div class=""info info--venue"">Stade Jean Bouin, Paris</div><div class=""matchBtns""> </div>"
"1554128969-69","https://www.world.rugby/sevens-series/standings/mens?series=28","Hong Kong","https://www.world.rugby/sevens-series/stage/1883/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1883/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Hong Kong, </span><span>Pool A, </span><span>Match 1</span></div><div class=""match""> <div class=""tLogo SAM""></div>   <div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""versus left"">v</div><div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""tLogo second SCO""></div></div>   <div class=""info info--venue""><span class=""dateBoxSub"">Local time kick off 17:42</span>Hong Kong Stadium, Hong Kong</div><div class=""info""><span class=""dateBoxSub dateBoxSub--local""> Your Time - 10:42, Fri 05 Apr 2019</span></div><div class=""matchBtns""></div>"
"1554129844-898","https://www.world.rugby/sevens-series/standings/mens?series=8","Wellington","https://www.world.rugby/sevens-series/stage/1446/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1446/fixtures","<div class=""info""><span>2006/07 IRB Sevens World Series - Wellington, </span><span>Pool C, </span><span>Match 9</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   22 - 7 </div><div class=""teamName left"">Papua New Guinea 7s</div><div class=""teamNameAbr left"">PNG</div><div class=""tLogo second PNG""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129735-875","https://www.world.rugby/sevens-series/standings/mens?series=11","Las Vegas","https://www.world.rugby/sevens-series/stage/1475/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1475/fixtures","<div class=""info""><span>2009/10 IRB Sevens World Series - Las Vegas, </span><span>Cup Quarter Finals, </span><span>Match 30</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   21 - 26 </div><div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""tLogo second KEN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129239-375","https://www.world.rugby/sevens-series/standings/mens?series=22","Paris","https://www.world.rugby/sevens-series/stage/1692/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1692/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Paris, </span><span>Pool A, </span><span>Match 14</span></div><div class=""match""> <div class=""tLogo CAN""></div>   <div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""result left"">   19 - 26 </div><div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""tLogo second SCO""></div></div><div class=""info info--venue"">Stade Jean Bouin, Paris</div><div class=""matchBtns""> </div>"
"1554129945-1096","https://www.world.rugby/sevens-series/standings/mens?series=5","Wellington","https://www.world.rugby/sevens-series/stage/1422/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1422/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Wellington, </span><span>Cup Quarter Finals, </span><span>Match 31</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   36 - 7 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129543-650","https://www.world.rugby/sevens-series/standings/mens?series=16","Guangzhou","https://www.world.rugby/sevens-series/stage/1523/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1523/fixtures","<div class=""info""><span>2012/13 IRB Women's Sevens World Series - Guangzhou, </span><span>Pool B, </span><span>Match 18</span></div><div class=""match""> <div class=""tLogo JPN""></div>   <div class=""teamName left"">Japan 7s</div><div class=""teamNameAbr left"">JPN</div><div class=""result left"">   0 - 33 </div><div class=""teamName left"">Ireland 7s</div><div class=""teamNameAbr left"">IRE</div><div class=""tLogo second IRE""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129655-743","https://www.world.rugby/sevens-series/standings/mens?series=13","Las Vegas","https://www.world.rugby/sevens-series/stage/1490/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1490/fixtures","<div class=""info""><span>2011/12 IRB Sevens World Series - Las Vegas, </span><span>Cup Quarter Finals, </span><span>Match 32</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   12 - 5 </div><div class=""teamName left"">Wales 7s</div><div class=""teamNameAbr left"">WAL</div><div class=""tLogo second WAL""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129520-554","https://www.world.rugby/sevens-series/standings/mens?series=17","Guangzhou","https://www.world.rugby/sevens-series/stage/1528/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1528/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Guangzhou, </span><span>Bowl Semi Finals, </span><span>Match 24</span></div><div class=""match""> <div class=""tLogo USA""></div>   <div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""result left"">   7 - 17 </div><div class=""teamName left"">China 7s</div><div class=""teamNameAbr left"">CHN</div><div class=""tLogo second CHN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129953-1153","https://www.world.rugby/sevens-series/standings/mens?series=5","Dubai","https://www.world.rugby/sevens-series/stage/1421/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1421/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Dubai, </span><span>Cup Final, </span><span>Match 44</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   33 - 26 </div><div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""tLogo second NZL""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129668-785","https://www.world.rugby/sevens-series/standings/mens?series=13","Dubai","https://www.world.rugby/sevens-series/stage/1488/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1488/fixtures","<div class=""info""><span>2011/12 IRB Sevens World Series - Dubai, </span><span>Cup Quarter Finals, </span><span>Match 29</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   34 - 7 </div><div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""tLogo second AUS""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129914-1030","https://www.world.rugby/sevens-series/standings/mens?series=6","George","https://www.world.rugby/sevens-series/stage/1432/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1432/fixtures","<div class=""info""><span>2004/05 IRB Sevens World Series - George, </span><span>Pool A, </span><span>Match 9</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   47 - 0 </div><div class=""teamName left"">Tunisia 7s</div><div class=""teamNameAbr left"">TUN</div><div class=""tLogo second TUN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129250-435","https://www.world.rugby/sevens-series/standings/mens?series=22","Singapore","https://www.world.rugby/sevens-series/stage/1691/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1691/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Singapore, </span><span>Cup Quarter Finals, </span><span>Match 29</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   19 - 24 </div><div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""tLogo second USA""></div></div><div class=""info info--venue"">National Stadium, Singapore</div><div class=""matchBtns""> </div>"
"1554128974-124","https://www.world.rugby/sevens-series/standings/mens?series=28","Vancouver","https://www.world.rugby/sevens-series/stage/1882/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1882/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Vancouver , </span><span>Pool C, </span><span>Match 11</span></div><div class=""match""> <div class=""tLogo AUS""></div>   <div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""result left"">   17 - 21 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue"">BC Place, Vancouver</div><div class=""matchBtns""> </div>"
"1554129844-897","https://www.world.rugby/sevens-series/standings/mens?series=8","Wellington","https://www.world.rugby/sevens-series/stage/1446/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1446/fixtures","<div class=""info""><span>2006/07 IRB Sevens World Series - Wellington, </span><span>Pool D, </span><span>Match 8</span></div><div class=""match""> <div class=""tLogo ARG""></div>   <div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""result left"">   12 - 14 </div><div class=""teamName left"">Tonga 7s</div><div class=""teamNameAbr left"">TGA</div><div class=""tLogo second TGA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128992-227","https://www.world.rugby/sevens-series/standings/mens?series=28","Sydney","https://www.world.rugby/sevens-series/stage/1880/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1880/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Sydney, </span><span>Pool A, </span><span>Match 24</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   22 - 12 </div><div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""tLogo second SAM""></div></div><div class=""info info--venue"">Spotless Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129994-1165","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Pool C, </span><span>Match 12</span></div><div class=""match""> <div class=""tLogo ARG""></div>   <div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""result left"">   10 - 7 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129655-729","https://www.world.rugby/sevens-series/standings/mens?series=13","Las Vegas","https://www.world.rugby/sevens-series/stage/1490/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1490/fixtures","<div class=""info""><span>2011/12 IRB Sevens World Series - Las Vegas, </span><span>Pool C, </span><span>Match 18</span></div><div class=""match""> <div class=""tLogo WAL""></div>   <div class=""teamName left"">Wales 7s</div><div class=""teamNameAbr left"">WAL</div><div class=""result left"">   28 - 7 </div><div class=""teamName left"">Uruguay 7s</div><div class=""teamNameAbr left"">URU</div><div class=""tLogo second URU""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129668-763","https://www.world.rugby/sevens-series/standings/mens?series=13","Dubai","https://www.world.rugby/sevens-series/stage/1488/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1488/fixtures","<div class=""info""><span>2011/12 IRB Sevens World Series - Dubai, </span><span>Pool C, </span><span>Match 7</span></div><div class=""match""> <div class=""tLogo FRA""></div>   <div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""result left"">   27 - 5 </div><div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""tLogo second KEN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129994-1162","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Pool D, </span><span>Match 9</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   24 - 5 </div><div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""tLogo second RUS""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129239-397","https://www.world.rugby/sevens-series/standings/mens?series=22","Paris","https://www.world.rugby/sevens-series/stage/1692/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1692/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Paris, </span><span>Challenge Trophy Semi Finals, </span><span>Match 36</span></div><div class=""match""> <div class=""tLogo AUS""></div>   <div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""result left"">   14 - 12 </div><div class=""teamName left"">Wales 7s</div><div class=""teamNameAbr left"">WAL</div><div class=""tLogo second WAL""></div></div><div class=""info info--venue"">Stade Jean Bouin, Paris</div><div class=""matchBtns""> </div>"
"1554129239-374","https://www.world.rugby/sevens-series/standings/mens?series=22","Paris","https://www.world.rugby/sevens-series/stage/1692/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1692/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Paris, </span><span>Pool A, </span><span>Match 13</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   35 - 5 </div><div class=""teamName left"">Japan 7s</div><div class=""teamNameAbr left"">JPN</div><div class=""tLogo second JPN""></div></div><div class=""info info--venue"">Stade Jean Bouin, Paris</div><div class=""matchBtns""> </div>"
"1554129711-831","https://www.world.rugby/sevens-series/standings/mens?series=12","Dubai","https://www.world.rugby/sevens-series/stage/1479/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1479/fixtures","<div class=""info""><span>2010/11 IRB Sevens World Series - Dubai, </span><span>Cup Quarter Finals, </span><span>Match 30</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   21 - 19 </div><div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""tLogo second RSA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129994-1189","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Bowl Semi Finals, </span><span>Match 36</span></div><div class=""match""> <div class=""tLogo RUS""></div>   <div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""result left"">   17 - 22 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129122-312","https://www.world.rugby/sevens-series/standings/mens?series=24","Dubai","https://www.world.rugby/sevens-series/stage/1719/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1719/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Dubai, </span><span>7th Place Play-Off, </span><span>Match 30</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   5 - 31 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue"">The Sevens, Dubai</div><div class=""matchBtns""> </div>"
"1554129250-409","https://www.world.rugby/sevens-series/standings/mens?series=22","Singapore","https://www.world.rugby/sevens-series/stage/1691/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1691/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Singapore, </span><span>Pool B, </span><span>Match 3</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   14 - 24 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue"">National Stadium, Singapore</div><div class=""matchBtns""> </div>"
"1554129711-844","https://www.world.rugby/sevens-series/standings/mens?series=12","Dubai","https://www.world.rugby/sevens-series/stage/1479/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1479/fixtures","<div class=""info""><span>2010/11 IRB Sevens World Series - Dubai, </span><span>Plate Final, </span><span>Match 43</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   19 - 12 </div><div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""tLogo second AUS""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128950-40","https://www.world.rugby/sevens-series/standings/mens?series=29","Glendale","https://www.world.rugby/sevens-series/stage/1887/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1887/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2019 - Glendale, </span><span>Pool A, </span><span>Match 6</span></div><div class=""match""> <div class=""tLogo AUS""></div>   <div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""result left"">   53 - 0 </div><div class=""teamName left"">Mexico 7s</div><div class=""teamNameAbr left"">MEX</div><div class=""tLogo second MEX""></div></div><div class=""info info--venue"">Infinity Park, Glendale, Colorado</div><div class=""matchBtns""> </div>"
"1554129588-679","https://www.world.rugby/sevens-series/standings/mens?series=15","Dubai","https://www.world.rugby/sevens-series/stage/1506/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1506/fixtures","<div class=""info""><span>2013/14 IRB Sevens World Series - Dubai, </span><span>Pool B, </span><span>Match 13</span></div><div class=""match""> <div class=""tLogo AUS""></div>   <div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""result left"">   45 - 0 </div><div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""tLogo second ESP""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129844-915","https://www.world.rugby/sevens-series/standings/mens?series=8","Wellington","https://www.world.rugby/sevens-series/stage/1446/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1446/fixtures","<div class=""info""><span>2006/07 IRB Sevens World Series - Wellington, </span><span>Bowl Quarter Finals, </span><span>Match 26</span></div><div class=""match""> <div class=""tLogo TGA""></div>   <div class=""teamName left"">Tonga 7s</div><div class=""teamNameAbr left"">TGA</div><div class=""result left"">   19 - 12 </div><div class=""teamName left"">Papua New Guinea 7s</div><div class=""teamNameAbr left"">PNG</div><div class=""tLogo second PNG""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129239-405","https://www.world.rugby/sevens-series/standings/mens?series=22","Paris","https://www.world.rugby/sevens-series/stage/1692/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1692/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Paris, </span><span>Bronze Final, </span><span>Match 44</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   5 - 12 </div><div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""tLogo second NZL""></div></div><div class=""info info--venue"">Stade Jean Bouin, Paris</div><div class=""matchBtns""> </div>"
"1554129953-1132","https://www.world.rugby/sevens-series/standings/mens?series=5","Dubai","https://www.world.rugby/sevens-series/stage/1421/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1421/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Dubai, </span><span>Pool C, </span><span>Match 23</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   5 - 12 </div><div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""tLogo second SAM""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
