web-scraper-order,web-scraper-start-url,Competition_selector,Competition_selector-href,Fixtures_selector,Fixtures_selector-href,Match_data
"1554129528-576","https://www.world.rugby/sevens-series/standings/mens?series=17","Atlanta","https://www.world.rugby/sevens-series/stage/1529/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1529/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Atlanta, </span><span>Pool B, </span><span>Match 12</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   19 - 12 </div><div class=""teamName left"">Netherlands 7s</div><div class=""teamNameAbr left"">NED</div><div class=""tLogo second NED""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129250-439","https://www.world.rugby/sevens-series/standings/mens?series=22","Singapore","https://www.world.rugby/sevens-series/stage/1691/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1691/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Singapore, </span><span>13th Place Semi Final, </span><span>Match 33</span></div><div class=""match""> <div class=""tLogo HKG""></div>   <div class=""teamName left"">Hong Kong 7s</div><div class=""teamNameAbr left"">HKG</div><div class=""result left"">   7 - 33 </div><div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""tLogo second ARG""></div></div><div class=""info info--venue"">National Stadium, Singapore</div><div class=""matchBtns""> </div>"
"1554129337-519","https://www.world.rugby/sevens-series/standings/mens?series=21","Dubai","https://www.world.rugby/sevens-series/stage/1629/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1629/fixtures","<div class=""info""><span>2015/16 HSBC World Rugby Women's Sevens Series - Dubai, </span><span>Bowl Semi Finals, </span><span>Match 23</span></div><div class=""match""> <div class=""tLogo IRE""></div>   <div class=""teamName left"">Ireland 7s</div><div class=""teamNameAbr left"">IRE</div><div class=""result left"">   7 - 29 </div><div class=""teamName left"">Brazil 7s</div><div class=""teamNameAbr left"">BRA</div><div class=""tLogo second BRA""></div></div><div class=""info info--venue"">The Sevens, Dubai</div><div class=""matchBtns""> </div>"
"1554129655-742","https://www.world.rugby/sevens-series/standings/mens?series=13","Las Vegas","https://www.world.rugby/sevens-series/stage/1490/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1490/fixtures","<div class=""info""><span>2011/12 IRB Sevens World Series - Las Vegas, </span><span>Cup Quarter Finals, </span><span>Match 31</span></div><div class=""match""> <div class=""tLogo KEN""></div>   <div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""result left"">   14 - 19 </div><div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""tLogo second SAM""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129588-705","https://www.world.rugby/sevens-series/standings/mens?series=15","Dubai","https://www.world.rugby/sevens-series/stage/1506/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1506/fixtures","<div class=""info""><span>2013/14 IRB Sevens World Series - Dubai, </span><span>Cup Semi Finals, </span><span>Match 39</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   0 - 44 </div><div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""tLogo second FIJ""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129994-1187","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Shield Semi Finals, </span><span>Match 34</span></div><div class=""match""> <div class=""tLogo IRE""></div>   <div class=""teamName left"">Ireland 7s</div><div class=""teamNameAbr left"">IRE</div><div class=""result left"">   7 - 12 </div><div class=""teamName left"">Georgia 7s</div><div class=""teamNameAbr left"">GEO</div><div class=""tLogo second GEO""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129539-611","https://www.world.rugby/sevens-series/standings/mens?series=16","Amsterdam","https://www.world.rugby/sevens-series/stage/1524/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1524/fixtures","<div class=""info""><span>2012/13 IRB Women's Sevens World Series - Amsterdam, </span><span>Pool C, </span><span>Match 13</span></div><div class=""match""> <div class=""tLogo AUS""></div>   <div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""result left"">   5 - 10 </div><div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""tLogo second USA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129539-601","https://www.world.rugby/sevens-series/standings/mens?series=16","Amsterdam","https://www.world.rugby/sevens-series/stage/1524/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1524/fixtures","<div class=""info""><span>2012/13 IRB Women's Sevens World Series - Amsterdam, </span><span>Pool B, </span><span>Match 3</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   17 - 14 </div><div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""tLogo second RSA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129290-464","https://www.world.rugby/sevens-series/standings/mens?series=22","Sydney","https://www.world.rugby/sevens-series/stage/1687/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1687/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Sydney, </span><span>Pool A, </span><span>Match 13</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   26 - 0 </div><div class=""teamName left"">Japan 7s</div><div class=""teamNameAbr left"">JPN</div><div class=""tLogo second JPN""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129122-313","https://www.world.rugby/sevens-series/standings/mens?series=24","Dubai","https://www.world.rugby/sevens-series/stage/1719/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1719/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Dubai, </span><span>5th Place Play-Off, </span><span>Match 31</span></div><div class=""match""> <div class=""tLogo CAN""></div>   <div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""result left"">   14 - 17 </div><div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""tLogo second FIJ""></div></div><div class=""info info--venue"">The Sevens, Dubai</div><div class=""matchBtns""> </div>"
"1554129953-1125","https://www.world.rugby/sevens-series/standings/mens?series=5","Dubai","https://www.world.rugby/sevens-series/stage/1421/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1421/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Dubai, </span><span>Pool B, </span><span>Match 16</span></div><div class=""match""> <div class=""tLogo ARG""></div>   <div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""result left"">   12 - 7 </div><div class=""teamName left"">Uganda 7s</div><div class=""teamNameAbr left"">UGA</div><div class=""tLogo second UGA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129290-454","https://www.world.rugby/sevens-series/standings/mens?series=22","Sydney","https://www.world.rugby/sevens-series/stage/1687/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1687/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Sydney, </span><span>Pool B, </span><span>Match 3</span></div><div class=""match""> <div class=""tLogo FRA""></div>   <div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""result left"">   12 - 14 </div><div class=""teamName left"">Wales 7s</div><div class=""teamNameAbr left"">WAL</div><div class=""tLogo second WAL""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129953-1137","https://www.world.rugby/sevens-series/standings/mens?series=5","Dubai","https://www.world.rugby/sevens-series/stage/1421/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1421/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Dubai, </span><span>Bowl Quarter Finals, </span><span>Match 28</span></div><div class=""match""> <div class=""tLogo UGA""></div>   <div class=""teamName left"">Uganda 7s</div><div class=""teamNameAbr left"">UGA</div><div class=""result left"">   38 - 14 </div><div class=""teamName left"">Sri Lanka 7s</div><div class=""teamNameAbr left"">SRI</div><div class=""tLogo second SRI""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129528-593","https://www.world.rugby/sevens-series/standings/mens?series=17","Atlanta","https://www.world.rugby/sevens-series/stage/1529/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1529/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Atlanta, </span><span>11th Place Play-Off, </span><span>Match 29</span></div><div class=""match""> <div class=""tLogo IRE""></div>   <div class=""teamName left"">Ireland 7s</div><div class=""teamNameAbr left"">IRE</div><div class=""result left"">   5 - 20 </div><div class=""teamName left"">Brazil 7s</div><div class=""teamNameAbr left"">BRA</div><div class=""tLogo second BRA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129539-604","https://www.world.rugby/sevens-series/standings/mens?series=16","Amsterdam","https://www.world.rugby/sevens-series/stage/1524/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1524/fixtures","<div class=""info""><span>2012/13 IRB Women's Sevens World Series - Amsterdam, </span><span>Pool A, </span><span>Match 6</span></div><div class=""match""> <div class=""tLogo NED""></div>   <div class=""teamName left"">Netherlands 7s</div><div class=""teamNameAbr left"">NED</div><div class=""result left"">   19 - 0 </div><div class=""teamName left"">China 7s</div><div class=""teamNameAbr left"">CHN</div><div class=""tLogo second CHN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129116-255","https://www.world.rugby/sevens-series/standings/mens?series=24","Sydney","https://www.world.rugby/sevens-series/stage/1720/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1720/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Sydney, </span><span>Pool C, </span><span>Match 7</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   14 - 22 </div><div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""tLogo second USA""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129945-1094","https://www.world.rugby/sevens-series/standings/mens?series=5","Wellington","https://www.world.rugby/sevens-series/stage/1422/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1422/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Wellington, </span><span>Cup Quarter Finals, </span><span>Match 29</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   19 - 7 </div><div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""tLogo second SAM""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129945-1082","https://www.world.rugby/sevens-series/standings/mens?series=5","Wellington","https://www.world.rugby/sevens-series/stage/1422/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1422/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Wellington, </span><span>Pool D, </span><span>Match 17</span></div><div class=""match""> <div class=""tLogo CAN""></div>   <div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""result left"">   26 - 12 </div><div class=""teamName left"">Cook Islands 7s</div><div class=""teamNameAbr left"">COK</div><div class=""tLogo second COK""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129844-925","https://www.world.rugby/sevens-series/standings/mens?series=8","Wellington","https://www.world.rugby/sevens-series/stage/1446/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1446/fixtures","<div class=""info""><span>2006/07 IRB Sevens World Series - Wellington, </span><span>Bowl Semi Finals, </span><span>Match 36</span></div><div class=""match""> <div class=""tLogo ARG""></div>   <div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""result left"">   26 - 21 </div><div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""tLogo second AUS""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128950-47","https://www.world.rugby/sevens-series/standings/mens?series=29","Glendale","https://www.world.rugby/sevens-series/stage/1887/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1887/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2019 - Glendale, </span><span>Pool C, </span><span>Match 13</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   7 - 59 </div><div class=""teamName left"">Ireland 7s</div><div class=""teamNameAbr left"">IRE</div><div class=""tLogo second IRE""></div></div><div class=""info info--venue"">Infinity Park, Glendale, Colorado</div><div class=""matchBtns""> </div>"
"1554128969-70","https://www.world.rugby/sevens-series/standings/mens?series=28","Hong Kong","https://www.world.rugby/sevens-series/stage/1883/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1883/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Hong Kong, </span><span>Pool A, </span><span>Match 2</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""versus left"">v</div><div class=""teamName left"">Japan 7s</div><div class=""teamNameAbr left"">JPN</div><div class=""tLogo second JPN""></div></div>   <div class=""info info--venue""><span class=""dateBoxSub"">Local time kick off 18:06</span>Hong Kong Stadium, Hong Kong</div><div class=""info""><span class=""dateBoxSub dateBoxSub--local""> Your Time - 11:06, Fri 05 Apr 2019</span></div><div class=""matchBtns""></div>"
"1554129735-856","https://www.world.rugby/sevens-series/standings/mens?series=11","Las Vegas","https://www.world.rugby/sevens-series/stage/1475/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1475/fixtures","<div class=""info""><span>2009/10 IRB Sevens World Series - Las Vegas, </span><span>Pool B, </span><span>Match 11</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   26 - 12 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129194-330","https://www.world.rugby/sevens-series/standings/mens?series=23","Sydney","https://www.world.rugby/sevens-series/stage/1788/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1788/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2018 - Sydney, </span><span>Pool A, </span><span>Match 14</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   31 - 0 </div><div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""tLogo second SAM""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129735-849","https://www.world.rugby/sevens-series/standings/mens?series=11","Las Vegas","https://www.world.rugby/sevens-series/stage/1475/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1475/fixtures","<div class=""info""><span>2009/10 IRB Sevens World Series - Las Vegas, </span><span>Pool B, </span><span>Match 4</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   33 - 0 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129194-361","https://www.world.rugby/sevens-series/standings/mens?series=23","Sydney","https://www.world.rugby/sevens-series/stage/1788/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1788/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2018 - Sydney, </span><span>Cup Final, </span><span>Match 45</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   0 - 29 </div><div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""tLogo second AUS""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129290-453","https://www.world.rugby/sevens-series/standings/mens?series=22","Sydney","https://www.world.rugby/sevens-series/stage/1687/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1687/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Sydney, </span><span>Pool D, </span><span>Match 2</span></div><div class=""match""> <div class=""tLogo CAN""></div>   <div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""result left"">   12 - 7 </div><div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""tLogo second RUS""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129848-951","https://www.world.rugby/sevens-series/standings/mens?series=8","George","https://www.world.rugby/sevens-series/stage/1447/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1447/fixtures","<div class=""info""><span>2006/07 IRB Sevens World Series - George, </span><span>Pool B, </span><span>Match 18</span></div><div class=""match""> <div class=""tLogo WAL""></div>   <div class=""teamName left"">Wales 7s</div><div class=""teamNameAbr left"">WAL</div><div class=""result left"">   17 - 5 </div><div class=""teamName left"">Portugal 7s</div><div class=""teamNameAbr left"">POR</div><div class=""tLogo second POR""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129848-957","https://www.world.rugby/sevens-series/standings/mens?series=8","George","https://www.world.rugby/sevens-series/stage/1447/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1447/fixtures","<div class=""info""><span>2006/07 IRB Sevens World Series - George, </span><span>Pool C, </span><span>Match 24</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   34 - 0 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129539-602","https://www.world.rugby/sevens-series/standings/mens?series=16","Amsterdam","https://www.world.rugby/sevens-series/stage/1524/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1524/fixtures","<div class=""info""><span>2012/13 IRB Women's Sevens World Series - Amsterdam, </span><span>Pool B, </span><span>Match 4</span></div><div class=""match""> <div class=""tLogo CAN""></div>   <div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""result left"">   7 - 8 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129994-1195","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Bowl Final, </span><span>Match 42</span></div><div class=""match""> <div class=""tLogo FRA""></div>   <div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""result left"">   22 - 19 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129953-1120","https://www.world.rugby/sevens-series/standings/mens?series=5","Dubai","https://www.world.rugby/sevens-series/stage/1421/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1421/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Dubai, </span><span>Pool D, </span><span>Match 11</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   45 - 0 </div><div class=""teamName left"">Zambia 7s</div><div class=""teamNameAbr left"">ZAM</div><div class=""tLogo second ZAM""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129668-800","https://www.world.rugby/sevens-series/standings/mens?series=13","Dubai","https://www.world.rugby/sevens-series/stage/1488/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1488/fixtures","<div class=""info""><span>2011/12 IRB Sevens World Series - Dubai, </span><span>3rd Place Play-Off, </span><span>Match 44</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   26 - 21 </div><div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""tLogo second ARG""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129735-878","https://www.world.rugby/sevens-series/standings/mens?series=11","Las Vegas","https://www.world.rugby/sevens-series/stage/1475/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1475/fixtures","<div class=""info""><span>2009/10 IRB Sevens World Series - Las Vegas, </span><span>Shield Semi Finals, </span><span>Match 33</span></div><div class=""match""> <div class=""tLogo CAN""></div>   <div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""result left"">   5 - 17 </div><div class=""teamName left"">Japan 7s</div><div class=""teamNameAbr left"">JPN</div><div class=""tLogo second JPN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129588-678","https://www.world.rugby/sevens-series/standings/mens?series=15","Dubai","https://www.world.rugby/sevens-series/stage/1506/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1506/fixtures","<div class=""info""><span>2013/14 IRB Sevens World Series - Dubai, </span><span>Pool A, </span><span>Match 12</span></div><div class=""match""> <div class=""tLogo KEN""></div>   <div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""result left"">   14 - 5 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129539-627","https://www.world.rugby/sevens-series/standings/mens?series=16","Amsterdam","https://www.world.rugby/sevens-series/stage/1524/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1524/fixtures","<div class=""info""><span>2012/13 IRB Women's Sevens World Series - Amsterdam, </span><span>11th Place Play-Off, </span><span>Match 29</span></div><div class=""match""> <div class=""tLogo BRA""></div>   <div class=""teamName left"">Brazil 7s</div><div class=""teamNameAbr left"">BRA</div><div class=""result left"">   12 - 26 </div><div class=""teamName left"">China 7s</div><div class=""teamNameAbr left"">CHN</div><div class=""tLogo second CHN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128938-29","https://www.world.rugby/sevens-series/standings/mens?series=29","Kitakyushu","https://www.world.rugby/sevens-series/stage/1890/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1890/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2019 - Kitakyushu, </span><span>11th Place Play-Off, </span><span>Match 29</span></div><div class=""match""> <div class=""tLogo TBC""></div>   <div class=""teamName left"">Loser M23</div><div class=""teamNameAbr left"">TBC</div><div class=""versus left"">v</div><div class=""teamName left"">Loser M24</div><div class=""teamNameAbr left"">TBC</div><div class=""tLogo second TBC""></div></div>   <div class=""info info--venue""><span class=""dateBoxSub"">Local time kick off 15:04</span>Mikuni World Stadium, Kitakyushu</div><div class=""info""><span class=""dateBoxSub dateBoxSub--local""> Your Time - 07:04, Sun 21 Apr 2019</span></div><div class=""matchBtns""></div>"
"1554128950-64","https://www.world.rugby/sevens-series/standings/mens?series=29","Glendale","https://www.world.rugby/sevens-series/stage/1887/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1887/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2019 - Glendale, </span><span>Challenge Trophy Final, </span><span>Match 30</span></div><div class=""match""> <div class=""tLogo ESP""></div>   <div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""result left"">   20 - 14 </div><div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""tLogo second FIJ""></div></div><div class=""info info--venue"">Infinity Park, Glendale, Colorado</div><div class=""matchBtns""> </div>"
"1554129520-560","https://www.world.rugby/sevens-series/standings/mens?series=17","Guangzhou","https://www.world.rugby/sevens-series/stage/1528/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1528/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Guangzhou, </span><span>Bowl Final, </span><span>Match 30</span></div><div class=""match""> <div class=""tLogo IRE""></div>   <div class=""teamName left"">Ireland 7s</div><div class=""teamNameAbr left"">IRE</div><div class=""result left"">   17 - 7 </div><div class=""teamName left"">China 7s</div><div class=""teamNameAbr left"">CHN</div><div class=""tLogo second CHN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128938-13","https://www.world.rugby/sevens-series/standings/mens?series=29","Kitakyushu","https://www.world.rugby/sevens-series/stage/1890/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1890/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2019 - Kitakyushu, </span><span>Pool C, </span><span>Match 13</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""versus left"">v</div><div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""tLogo second ENG""></div></div>   <div class=""info info--venue""><span class=""dateBoxSub"">Local time kick off 15:58</span>Mikuni World Stadium, Kitakyushu</div><div class=""info""><span class=""dateBoxSub dateBoxSub--local""> Your Time - 07:58, Sat 20 Apr 2019</span></div><div class=""matchBtns""></div>"
"1554128950-67","https://www.world.rugby/sevens-series/standings/mens?series=29","Glendale","https://www.world.rugby/sevens-series/stage/1887/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1887/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2019 - Glendale, </span><span>Bronze Final, </span><span>Match 33</span></div><div class=""match""> <div class=""tLogo CAN""></div>   <div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""result left"">   28 - 0 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue"">Infinity Park, Glendale, Colorado</div><div class=""matchBtns""> </div>"
